INVOICEID,USERID,TYPE,RELID,DESCRIPTION,AMOUNT,DUEDATE,INVOICE_LABEL
1173775,87405,DomainRedemptionFee,105385,,0.75,21/10/2018 00:00:00,
1167389,82844,Hosting,568906,Cloud Ultima,1.99,14/12/2018 00:00:00,
1167395,70966,Setup,575425,,4.95,21/11/2018 00:00:00,
1167395,70966,Hosting,575425,Cloud Lite Plus,4.95,21/11/2018 00:00:00,
1167455,90963,Hosting,574981,Wordpress Hosting,7.95,22/12/2018 00:00:00,
1167457,88819,Hosting,573608,Website Builder,7.95,22/12/2018 00:00:00,
1167410,88737,Hosting,573293,Wordpress Hosting,7.94,17/12/2018 00:00:00,
1167407,68522,Hosting,558247,Cloud Business Plus,7.99,11/12/2018 00:00:00,
1167460,88755,Hosting,573872,Website Builder,9.95,22/12/2018 00:00:00,
1167461,89774,Hosting,574107,Cloud Lite Plus,4.59,22/12/2018 00:00:00,
1167464,87755,Hosting,572553,Cloud Lite Plus,4.59,22/12/2018 00:00:00,
1167465,84477,Hosting,570099,Cloud Lite Plus,4.59,22/12/2018 00:00:00,
1167467,74116,Hosting,575208,Cloud Lite Plus,4.95,22/12/2018 00:00:00,
1167420,70966,Hosting,575425,Cloud Lite Plus,4.95,21/12/2018 00:00:00,
1167411,89664,Hosting,574069,Cloud Lite Plus,4.59,17/12/2018 00:00:00,
1167469,75803,Hosting,573341,Cloud Lite Plus,6.54,22/12/2018 00:00:00,
1167474,70282,Hosting,568726,Cloud Business Plus,7.99,21/12/2018 00:00:00,
1167475,91222,Hosting,575204,Cloud Lite Plus,4.95,22/12/2018 00:00:00,
1167476,80334,Hosting,567112,Cloud Lite Plus,4.59,22/12/2018 00:00:00,
1167477,76437,Hosting,564670,Cloud Lite Plus,4.59,22/12/2018 00:00:00,
1167483,76805,Hosting,564954,Cloud Lite Plus,4.59,22/12/2018 00:00:00,
1167485,73686,Hosting,568974,Cloud Lite Plus,4.59,22/12/2018 00:00:00,
1167486,88798,Hosting,573346,Website Builder,12.95,22/12/2018 00:00:00,
1167408,82327,Hosting,571408,Cloud Lite Plus,4.59,11/12/2018 00:00:00,
1167487,81011,Hosting,564953,Cloud Ultima,14.95,22/12/2018 00:00:00,
1167488,76680,Hosting,564615,Cloud VPS Option 2 PCS,18.53,22/12/2018 00:00:00,
1167450,71281,Hosting,564957,Cloud Ultima,16.95,22/12/2018 00:00:00,
1167489,76015,Hosting,564145,Cloud Business Plus,7.99,22/12/2018 00:00:00,
1167491,78620,Hosting,565938,Cloud Business Plus,7.99,22/12/2018 00:00:00,
1167412,90008,Hosting,574290,Wordpress Hosting,7.94,18/12/2018 00:00:00,
1167493,69346,Hosting,24342,Cloud Business Plus,7.99,22/12/2018 00:00:00,
1167494,83301,Hosting,569240,Website Builder,9.95,22/12/2018 00:00:00,
1167549,86221,Setup,575432,,4.95,22/11/2018 00:00:00,
1150051,86165,Hosting,571325,Website Builder,1.19,01/09/2018 00:00:00,
1150053,82639,Hosting,569520,Cloud Business Plus,9.94,01/09/2018 00:00:00,
1150054,67396,Hosting,563199,Cloud VPS Option 3 PCS,177.35,01/09/2018 00:00:00,
1150055,86533,Hosting,571571,Cloud VPS Option 1 PCS,4.99,01/09/2018 00:00:00,
1150056,63391,Hosting,565481,Cloud VPS Option 3 PCS,101.45,01/09/2018 00:00:00,
1150058,80436,Hosting,567193,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1150059,58167,Hosting,54615,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1150060,88541,Hosting,573145,Website Builder,7.95,01/09/2018 00:00:00,
1150064,63837,Hosting,553409,Cloud Business Plus,7.99,01/09/2018 00:00:00,
1150067,64786,Hosting,571790,Website Builder,12.95,01/09/2018 00:00:00,
1150068,77590,Hosting,568538,Cloud Lite Plus,6.54,01/09/2018 00:00:00,
1150071,88526,Hosting,573146,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1150072,63856,Hosting,553913,Cloud Business Plus,7.99,01/09/2018 00:00:00,
1150073,89576,Hosting,573951,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1150075,83727,Hosting,571796,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1149972,61677,Hosting,37144,Reseller Lite,0.5,31/08/2018 00:00:00,
1150081,86583,Hosting,571794,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1150001,62532,Hosting,568515,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1150138,85696,Hosting,571340,Website Builder,9.95,01/08/2018 00:00:00,
1150142,85696,Hosting,571340,Website Builder,9.95,01/09/2018 00:00:00,
1150144,90420,DomainTransfer,113427,Domain Transfer,0,02/08/2018 00:00:00,
1150178,83036,Hosting,569075,Reseller Lite,0.5,02/09/2018 00:00:00,
1150182,77861,Hosting,565488,Cloud Ultima,14.95,02/09/2018 00:00:00,
1150185,88571,Hosting,573421,Cloud Business Plus,9.94,02/09/2018 00:00:00,
1150195,74285,Hosting,567416,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150196,86837,Hosting,571812,Cloud Ultima,1.69,02/09/2018 00:00:00,
1150197,85007,Hosting,570507,Website Builder,0.99,02/09/2018 00:00:00,
1150201,81347,Hosting,570185,Website Builder,7.95,02/09/2018 00:00:00,
1150202,87163,Hosting,572130,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150203,62532,Hosting,562703,Cloud Lite Plus,3.99,02/09/2018 00:00:00,
1150165,72628,Hosting,561622,Cloud Lite Plus,4.59,05/08/2018 00:00:00,
1150206,75759,Hosting,563956,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150207,87192,Hosting,572119,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150208,69941,Hosting,559546,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150211,85013,Hosting,570511,Website Builder,1.69,02/09/2018 00:00:00,
1150213,87460,Hosting,572375,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150216,85447,Hosting,570823,Website Builder,2.69,02/09/2018 00:00:00,
1150218,84994,Hosting,570502,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150219,71943,Hosting,561118,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150220,79477,Hosting,566524,Cloud Ultima,14.95,02/09/2018 00:00:00,
1150221,75341,Hosting,566958,Cloud Lite Plus,6.54,02/09/2018 00:00:00,
1150222,82699,Hosting,568787,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150228,77451,Hosting,573118,Cloud Business Plus,9.94,02/09/2018 00:00:00,
1150229,67436,Hosting,557228,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150232,88537,Hosting,573160,Cloud Lite Plus,6.54,02/09/2018 00:00:00,
1150625,78761,Hosting,566042,Cloud Lite Plus,4.59,05/09/2018 00:00:00,
1150627,83640,Hosting,571865,Cloud Business Plus,7.99,05/09/2018 00:00:00,
1150634,81053,Hosting,573173,Cloud Lite Plus,6.54,05/09/2018 00:00:00,
1150640,74707,Hosting,564270,Cloud Business Plus,7.99,05/09/2018 00:00:00,
1150642,81433,Hosting,567906,Cloud Lite Plus,4.59,05/09/2018 00:00:00,
1150643,74555,Hosting,563663,Cloud Lite Plus,4.59,05/09/2018 00:00:00,
1150644,66957,Hosting,565533,Cloud VPS Option 3 PCS,135.95,05/09/2018 00:00:00,
1150652,58964,Hosting,562510,Cloud Business Plus,7.99,05/09/2018 00:00:00,
1150652,58964,PromoHosting,562510,Promotional Code: ,-0.02,05/09/2018 00:00:00,
1150653,62747,Hosting,26191,Cloud Lite Plus,4.59,05/09/2018 00:00:00,
1150655,83442,Hosting,569348,Cloud Business Plus,9.94,05/09/2018 00:00:00,
1150660,80810,Hosting,568826,Cloud Lite Plus,4.59,05/09/2018 00:00:00,
1150661,69572,Hosting,564782,Cloud Lite Plus,4.59,05/09/2018 00:00:00,
1150664,63949,Hosting,553553,Level 1 Dedicated Server,3.6,05/09/2018 00:00:00,
1150668,87252,Hosting,572173,Cloud Lite Plus,4.59,05/09/2018 00:00:00,
1150613,81717,Hosting,568096,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1150681,85482,Hosting,570846,Enterprise,39.95,05/09/2018 00:00:00,
1150682,68920,Hosting,558586,Cloud Business Plus,7.99,05/09/2018 00:00:00,
1150684,76179,Hosting,564260,Cloud Lite Plus,4.59,05/09/2018 00:00:00,
1150688,71509,Hosting,570588,Enterprise,39.95,05/09/2018 00:00:00,
1150664,63949,Hosting,568591,Hype,0,05/09/2018 00:00:00,
1150689,80831,Hosting,567467,Cloud Business Plus,7.99,05/09/2018 00:00:00,
1150690,86543,Hosting,571579,Enterprise,49.95,05/09/2018 00:00:00,
1150693,71816,Hosting,565058,Cloud VPS Option 2 PCS,78.95,05/09/2018 00:00:00,
1150696,65711,Hosting,563978,Cloud VPS Option 1 PCS,45.45,05/09/2018 00:00:00,
1150701,60336,Hosting,555378,Cloud Ultima,14.95,05/09/2018 00:00:00,
1150702,60635,Hosting,44845,Reseller Lite,0.5,05/09/2018 00:00:00,
1150705,80483,Hosting,567230,Cloud Ultima,16.95,05/09/2018 00:00:00,
1150706,66216,Hosting,555994,Cloud Lite Plus,4.59,05/09/2018 00:00:00,
1150707,87921,Hosting,572668,Website Builder,7.95,05/09/2018 00:00:00,
1150711,89579,Hosting,574405,Cloud Lite Plus,4.59,05/09/2018 00:00:00,
1150236,86417,Hosting,571591,Website Builder,1.19,02/09/2018 00:00:00,
1150237,77815,Hosting,566961,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150240,72301,Hosting,561363,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150245,80447,Hosting,567205,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150246,64500,Hosting,554218,Cloud Ultima,14.95,02/09/2018 00:00:00,
1150247,58790,Hosting,554222,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150248,88498,Hosting,573117,Wordpress Hosting,7.94,02/09/2018 00:00:00,
1150249,78370,Hosting,565752,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150179,83392,Hosting,569310,Reseller Lite,0.5,02/09/2018 00:00:00,
1150250,59784,Hosting,49900,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150177,67476,Hosting,565757,Cloud VPS Custom PCS,6.95,02/09/2018 00:00:00,
1150256,85400,Hosting,570820,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150259,83683,Hosting,569537,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150260,83671,Hosting,569529,Website Builder,9.95,02/09/2018 00:00:00,
1150262,70727,Hosting,560183,Cloud Business Plus,7.99,02/09/2018 00:00:00,
1150263,75273,Hosting,563653,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150264,72594,Hosting,561597,J2000 Tomcat Hosting,14.95,02/09/2018 00:00:00,
1150265,57897,Hosting,560889,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150267,84132,Hosting,569853,Cloud Lite Plus,4.59,02/09/2018 00:00:00,
1150321,65279,Hosting,555012,Cloud Lite Plus,41.31,06/12/2017 00:00:00,
1150339,84437,Hosting,573952,Wordpress Hosting,7.99,02/09/2018 00:00:00,
1150351,58039,Hosting,50976,R100 Bulk Hosting,7.75,03/09/2018 00:00:00,
1150345,53925,Hosting,2419,Legacy GLX Home,5.63,03/09/2018 00:00:00,
1150361,84478,Hosting,570828,Cloud Lite Plus,4.59,03/09/2018 00:00:00,
1150362,69336,Hosting,560395,Cloud VPS Option 2 PCS,84.45,03/09/2018 00:00:00,
1150370,62482,Hosting,28564,Cloud Lite Plus,4.59,03/09/2018 00:00:00,
1150374,65856,Hosting,565036,Cloud Lite Plus,4.59,03/09/2018 00:00:00,
1150375,81093,Hosting,567642,Cloud Business Plus,7.99,03/09/2018 00:00:00,
1150377,79690,Hosting,566698,Cloud Lite Plus,4.59,03/09/2018 00:00:00,
1150379,88150,Hosting,572842,Wordpress Hosting,7.94,03/09/2018 00:00:00,
1150381,75619,Hosting,570199,Cloud Lite Plus,4.59,03/09/2018 00:00:00,
1150386,69105,Hosting,572657,Cloud Lite Plus,6.54,03/09/2018 00:00:00,
1150388,76548,Hosting,564516,Cloud Lite Plus,6.54,03/09/2018 00:00:00,
1150389,64785,Hosting,554462,Cloud Business Plus,7.99,03/09/2018 00:00:00,
1150391,90122,Hosting,574385,Cloud Business Plus,9.94,03/09/2018 00:00:00,
1150403,82724,Hosting,568806,Cloud Ultima,14.95,03/09/2018 00:00:00,
1150406,60610,Hosting,573971,Cloud VPS Option 2 PCS,9.54,03/09/2018 00:00:00,
1150410,66566,Hosting,556344,Cloud Lite Plus,4.59,03/09/2018 00:00:00,
1150414,66384,Hosting,556186,Level 1 Dedicated Server,1.25,03/09/2018 00:00:00,
1150417,89287,Hosting,573710,Website Builder,9.95,03/09/2018 00:00:00,
1150486,87905,Hosting,572659,Level 1 Dedicated Server (04/09/2018,3.07,04/09/2018 00:00:00,
1150489,79559,Hosting,569552,Website Builder,9.95,04/09/2018 00:00:00,
1150496,68472,Hosting,558202,Cloud Business Plus,7.99,04/09/2018 00:00:00,
1150484,82406,Hosting,568581,Cloud Business Plus,9.95,04/09/2018 00:00:00,
1150497,59702,Hosting,554668,Cloud VPS Option 3 PCS,13.84,04/09/2018 00:00:00,
1150503,80891,Hosting,571862,Cloud Lite Plus,4.59,04/09/2018 00:00:00,
1150504,63439,Hosting,552898,Cloud Lite Plus,4.59,04/09/2018 00:00:00,
1150508,75163,Hosting,572847,Website Builder,2.95,04/09/2018 00:00:00,
1150510,83708,Hosting,569560,Cloud Lite Plus,6.54,04/09/2018 00:00:00,
1150512,78417,Hosting,565781,Cloud VPS Option 1 PCS,52.45,04/09/2018 00:00:00,
1150513,89600,Hosting,573973,Cloud Lite Plus,4.59,04/09/2018 00:00:00,
1150514,79968,Hosting,569344,Wordpress Hosting,5.99,04/09/2018 00:00:00,
1150517,78058,Hosting,565525,Cloud Lite Plus,4.59,04/09/2018 00:00:00,
1150523,83066,Hosting,569100,Cloud Lite Plus,4.59,04/09/2018 00:00:00,
1150524,72326,Hosting,561382,Cloud Business Plus,7.99,04/09/2018 00:00:00,
1150531,70206,Hosting,559789,Cloud Ultima,26.95,04/09/2018 00:00:00,
1150534,62225,Hosting,30770,Cloud Business Plus,7.99,04/09/2018 00:00:00,
1150537,84629,Hosting,570211,Cloud Lite Plus,6.54,04/09/2018 00:00:00,
1150538,79157,Hosting,566290,Cloud Lite Plus,4.59,04/09/2018 00:00:00,
1150539,85084,Hosting,570572,Cloud Lite Plus,4.59,04/09/2018 00:00:00,
1150476,90102,Hosting,574372,Website Builder,22.95,30/08/2018 00:00:00,
1150543,86884,Hosting,571855,Website Builder,1.69,04/09/2018 00:00:00,
1150544,81023,Hosting,568813,Cloud Lite Plus,4.59,04/09/2018 00:00:00,
1150547,83656,Hosting,569558,Cloud Lite Plus,4.59,04/09/2018 00:00:00,
1150550,68920,Hosting,570563,Cloud Lite Plus,4.59,04/09/2018 00:00:00,
1150508,75163,Hosting,572853,Website Builder,2.95,04/09/2018 00:00:00,
1149845,89553,Hosting,573933,Windows Business,8.99,30/08/2018 00:00:00,
1149842,57860,Hosting,557162,Cloud Business Plus,7.99,23/08/2018 00:00:00,
1149846,85402,Hosting,574371,Wordpress Hosting,5.99,30/08/2018 00:00:00,
1149981,61012,Hosting,561983,Level 1 Dedicated Server (01/09/2018,31.39,01/09/2018 00:00:00,
1149982,84106,Hosting,569852,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1149983,67356,Hosting,557386,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1149985,64040,Hosting,553665,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1149987,84571,Hosting,570173,Cloud Business Plus,7.99,01/09/2018 00:00:00,
1149988,74647,Hosting,563230,Cloud Ultima,14.95,01/09/2018 00:00:00,
1149991,85823,Hosting,571105,Wordpress Hosting,5.99,01/09/2018 00:00:00,
1149994,63568,Hosting,553036,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1149996,83013,Hosting,569053,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1149997,69949,Hosting,559552,Cloud VPS Option 2 PCS,49.95,01/09/2018 00:00:00,
1150001,62532,Hosting,568097,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1149965,72165,Hosting,570863,Cloud Business Plus,9.94,07/08/2018 00:00:00,
1150002,59702,Hosting,570567,Level 1 Dedicated Server,321.45,01/09/2018 00:00:00,
1149969,87184,Hosting,572107,Cloud Lite Plus,4.59,28/08/2018 00:00:00,
1150004,82908,Hosting,569052,Cloud Lite Plus,4.59,01/09/2018 00:00:00,
1149970,57887,Hosting,554478,Reseller Lite,0.5,01/09/2018 00:00:00,
1160625,68658,Hosting,558377,Cloud Business Plus,7.99,07/11/2018 00:00:00,
1160552,85500,Hosting,570858,Cloud Ultima,1.69,06/11/2018 00:00:00,
1160628,85451,Hosting,573993,Cloud Lite Plus,6.54,07/11/2018 00:00:00,
1160629,87940,Hosting,572682,Wordpress Hosting,9.94,07/11/2018 00:00:00,
1160632,86251,Hosting,571374,Cloud Business Plus,9.94,07/11/2018 00:00:00,
1160551,91096,Hosting,575092,Cloud Lite Plus,49.95,08/10/2018 00:00:00,
1160578,76321,DomainRegister,115072,Domain Registration,14.95,08/10/2018 00:00:00,
1160691,65916,Hosting,555719,Cloud Business Plus,99.95,11/10/2018 00:00:00,
1160692,57847,DomainRegister_renewedearly,115073,Domain Registration,7.95,08/10/2018 00:00:00,
1160693,76625,DomainRegister,115075,Domain Registration,9.95,08/10/2018 00:00:00,
1160693,76625,DomainRegister,115074,Domain Registration,14.95,08/10/2018 00:00:00,
1160694,87215,Domain,104917,Domain Renewal,12.95,08/10/2018 00:00:00,
1160695,87215,Hosting,572136,Cloud Lite Plus,49.95,03/10/2018 00:00:00,
1160696,67656,Domain,94988,Domain Renewal,23.45,08/10/2018 00:00:00,
1160697,62821,Hosting,575093,Cloud Lite Plus,49.95,08/10/2018 00:00:00,
1160698,90294,Hosting,575094,Cloud VPS Option 1 PCS,29.95,08/10/2018 00:00:00,
1160699,91043,Hosting,575095,Cloud Lite Plus,49.95,08/10/2018 00:00:00,
1160700,84913,DomainTransfer,115076,Domain Transfer,9.95,08/10/2018 00:00:00,
1160701,67476,DomainRegister,115077,Domain Registration,18.94,08/10/2018 00:00:00,
1160701,67476,PromoDomain,115077,Promotional Code: 10OFFDOMAINS,-1.89,08/10/2018 00:00:00,
1160702,91114,DomainRegister,115078,Domain Registration,1.49,08/10/2018 00:00:00,
1160703,76435,DomainRegister,115079,Domain Registration,14.95,08/10/2018 00:00:00,
1160704,91115,Hosting,575096,Website Builder,29.95,08/10/2018 00:00:00,
1160704,91115,DomainRegister,115080,Domain Registration,14.95,08/10/2018 00:00:00,
1160705,91116,DomainRegister,115085,Domain Registration,6.99,08/10/2018 00:00:00,
1160705,91116,DomainRegister,115083,Domain Registration,7.95,08/10/2018 00:00:00,
1160705,91116,DomainRegister,115082,Domain Registration,1.49,08/10/2018 00:00:00,
1160705,91116,DomainRegister,115084,Domain Registration,4.95,08/10/2018 00:00:00,
1160705,91116,DomainRegister,115081,Domain Registration,14.95,08/10/2018 00:00:00,
1160707,91117,Hosting,575097,Cloud Lite Plus,49.95,08/10/2018 00:00:00,
1160707,91117,DomainRegister,115086,Domain Registration,7.95,08/10/2018 00:00:00,
1160707,91117,DomainRegister,115087,Domain Registration,4.95,08/10/2018 00:00:00,
1160709,68963,DomainRegister,115088,Domain Registration,49.95,08/10/2018 00:00:00,
1160710,91118,DomainRegister,115089,Domain Registration,14.95,08/10/2018 00:00:00,
1160712,76625,DomainRegister,115091,Domain Registration,14.95,08/10/2018 00:00:00,
1160712,76625,DomainRegister,115092,Domain Registration,14.95,08/10/2018 00:00:00,
1160712,76625,DomainRegister,115093,Domain Registration,14.95,08/10/2018 00:00:00,
1160714,86217,DomainRegister,115095,Domain Registration,14.95,09/10/2018 00:00:00,
1160715,78799,Hosting,575098,Cloud Business Plus,99.95,09/10/2018 00:00:00,
1160715,78799,DomainRegister,115096,Domain Registration,14.95,09/10/2018 00:00:00,
1160716,78799,DomainRegister,115097,Domain Registration,1.49,09/10/2018 00:00:00,
1160720,64311,DomainRegister,115098,Domain Registration,14.95,09/10/2018 00:00:00,
1160721,91120,DomainRegister,115099,Domain Registration,1.95,09/10/2018 00:00:00,
1160722,91121,DomainRegister,115100,Domain Registration,14.95,09/10/2018 00:00:00,
1160727,91123,DomainRegister,115102,Domain Registration,14.95,09/10/2018 00:00:00,
1160746,74116,Hosting,562763,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160747,63459,Hosting,552912,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160748,84258,Hosting,569946,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160749,86951,Hosting,571910,Website Builder,7.95,08/11/2018 00:00:00,
1160753,81465,Hosting,567921,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160758,69244,Hosting,558869,Cloud VPS Option 2 PCS,74.85,08/11/2018 00:00:00,
1160760,90294,Hosting,575094,Cloud VPS Option 1 PCS,29.95,08/11/2018 00:00:00,
1160762,75102,Hosting,563523,Cloud VPS Option 4 PCS,222.35,08/11/2018 00:00:00,
1160769,71031,Hosting,560424,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160733,81937,Hosting,557034,Cloud Ultima,14.95,07/11/2018 00:00:00,
1160775,87286,Hosting,572188,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160776,80519,Hosting,567245,Cloud Business Plus,7.99,08/11/2018 00:00:00,
1160778,64180,Hosting,553831,Cloud Ultima,53.35,08/11/2018 00:00:00,
1160781,85087,Hosting,570619,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160782,70713,Hosting,562301,Cloud Business Plus,7.99,08/11/2018 00:00:00,
1160783,82462,Hosting,568618,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160784,71529,Hosting,560792,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160786,75163,Hosting,569618,Website Builder,9.95,08/11/2018 00:00:00,
1160787,83132,Hosting,569937,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160788,87069,Hosting,572880,Cloud Lite Plus,6.54,08/11/2018 00:00:00,
1160732,77695,Hosting,565313,Reseller Lite,0.5,07/11/2018 00:00:00,
1160734,83473,Hosting,569371,Cloud Lite Plus,6.54,07/11/2018 00:00:00,
1160731,57871,Hosting,570568,Level 1 Dedicated Server,28.84,05/11/2018 00:00:00,
1160735,79203,Hosting,566316,Cloud Lite Plus,4.59,07/11/2018 00:00:00,
1160798,80522,Hosting,567246,Cloud VPS Option 2 PCS,14.73,08/11/2018 00:00:00,
1160799,65513,Hosting,567915,Cloud VPS Option 3 PCS,18.74,08/11/2018 00:00:00,
1160802,77564,Hosting,565319,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160736,85895,Hosting,571149,Website Builder,9.95,07/11/2018 00:00:00,
1160804,83484,Hosting,569378,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160737,78151,Hosting,568344,Cloud Lite Plus,4.59,07/11/2018 00:00:00,
1160808,84767,Hosting,573747,Enterprise,39.95,08/11/2018 00:00:00,
1160810,72080,Hosting,561654,Cloud Lite Plus,4.59,08/11/2018 00:00:00,
1160811,88630,Hosting,573216,Website Builder,7.95,08/11/2018 00:00:00,
1160869,91123,Setup,575100,,4.95,09/10/2018 00:00:00,
1160869,91123,Hosting,575100,Cloud Lite Plus,0.69,09/10/2018 00:00:00,
1160870,64148,Domain,69675,Domain Renewal,24.95,09/10/2018 00:00:00,
1160871,87308,Domain,105130,Domain Renewal,24.95,09/10/2018 00:00:00,
1160873,69521,DomainRegister,115106,Domain Registration,159.95,09/10/2018 00:00:00,
888220,63568,Hosting,553036,Economy Hosting,2.95,29/10/2010 00:00:00,
888222,63856,Hosting,553913,Professional Hosting,6.95,29/10/2010 00:00:00,
888265,58204,Domain,57089,Domain Registration,19.95,14/10/2010 00:00:00,
